code,name
\U0001F9B5,leg
\U0001F9B6,foot
\U0001F442,ear
\U0001F9BB,ear_with_hearing_aid
\U0001F443,nose
\U0001F9E0,brain
\U0001FAC0,anatomical_heart
\U0001FAC1,lungs
\U0001F9B7,tooth
\U0001F9B4,bone
\U0001F440,eyes
\U0001F441,eye
\U0001F445,tongue
\U0001F444,mouth
\U0001FAE6,biting_lip
\U0001F476,baby
\U0001F9D2,child
\U0001F466,boy
\U0001F467,girl
\U0001F9D1,person
\U0001F471,person_blond_hair
\U0001F468,man
\U0001F9D4,person_beard
\U000FE0F,man_beard
\U000FE0F,woman_beard
\U0001F9B0,man_red_hair
\U0001F9B1,man_curly_hair
\U0001F9B3,man_white_hair
\U0001F9B2,man_bald
\U0001F469,woman
\U0001F9B0,woman_red_hair
\U0001F9B0,person_red_hair
\U0001F9B1,woman_curly_hair
\U0001F9B1,person_curly_hair
\U0001F9B3,woman_white_hair
\U0001F9B3,person_white_hair
\U0001F9B2,woman_bald
\U0001F9B2,person_bald
\U000FE0F,woman_blond_hair
\U000FE0F,man_blond_hair
\U0001F9D3,older_person
\U0001F474,old_man
\U0001F475,old_woman
\U0001F64D,person_frowning
\U000FE0F,man_frowning
\U000FE0F,woman_frowning
\U0001F64E,person_pouting
\U000FE0F,man_pouting
\U000FE0F,woman_pouting
\U0001F645,person_gesturing_no
\U000FE0F,man_gesturing_no
\U000FE0F,woman_gesturing_no
\U0001F646,person_gesturing_ok
\U000FE0F,man_gesturing_ok
\U000FE0F,woman_gesturing_ok
\U0001F481,person_tipping_hand
\U000FE0F,man_tipping_hand
\U000FE0F,woman_tipping_hand
\U0001F64B,person_raising_hand
\U000FE0F,man_raising_hand
\U000FE0F,woman_raising_hand
\U0001F9CF,deaf_person
\U000FE0F,deaf_man
\U000FE0F,deaf_woman
\U0001F647,person_bowing
\U000FE0F,man_bowing
\U000FE0F,woman_bowing
\U0001F926,person_facepalming
\U000FE0F,man_facepalming
\U000FE0F,woman_facepalming
\U0001F937,person_shrugging
\U000FE0F,man_shrugging
\U000FE0F,woman_shrugging
\U000FE0F,health_worker
\U000FE0F,man_health_worker
\U000FE0F,woman_health_worker
\U0001F393,student
\U0001F393,man_student
\U0001F393,woman_student
\U0001F3EB,teacher
\U0001F3EB,man_teacher
\U0001F3EB,woman_teacher
\U000FE0F,judge
\U000FE0F,man_judge
\U000FE0F,woman_judge
\U0001F33E,farmer
\U0001F33E,man_farmer
\U0001F33E,woman_farmer
\U0001F373,cook
\U0001F373,man_cook
\U0001F373,woman_cook
\U0001F527,mechanic
\U0001F527,man_mechanic
\U0001F527,woman_mechanic
\U0001F3ED,factory_worker
\U0001F3ED,man_factory_worker
\U0001F3ED,woman_factory_worker
\U0001F4BC,office_worker
\U0001F4BC,man_office_worker
\U0001F4BC,woman_office_worker
\U0001F52C,scientist
\U0001F52C,man_scientist
\U0001F52C,woman_scientist
\U0001F4BB,technologist
\U0001F4BB,man_technologist
\U0001F4BB,woman_technologist
\U0001F3A4,singer
\U0001F3A4,man_singer
\U0001F3A4,woman_singer
\U0001F3A8,artist
\U0001F3A8,man_artist
\U0001F3A8,woman_artist
\U000FE0F,pilot
\U000FE0F,man_pilot
\U000FE0F,woman_pilot
\U0001F680,astronaut
\U0001F680,man_astronaut
\U0001F680,woman_astronaut
\U0001F692,firefighter
\U0001F692,man_firefighter
\U0001F692,woman_firefighter
\U0001F46E,police_officer
\U000FE0F,man_police_officer
\U000FE0F,woman_police_officer
\U0001F575,detective
\U000FE0F,man_detective
\U000FE0F,woman_detective
\U0001F482,guard
\U000FE0F,man_guard
\U000FE0F,woman_guard
\U0001F977,ninja
\U0001F477,construction_worker
\U000FE0F,man_construction_worker
\U000FE0F,woman_construction_worker
\U0001FAC5,person_with_crown
\U0001F934,prince
\U0001F478,princess
\U0001F473,person_wearing_turban
\U000FE0F,man_wearing_turban
\U000FE0F,woman_wearing_turban
\U0001F472,person_with_skullcap
\U0001F9D5,woman_with_headscarf
\U0001F935,person_in_tuxedo
\U000FE0F,man_in_tuxedo
\U000FE0F,woman_in_tuxedo
\U0001F470,person_with_veil
\U000FE0F,man_with_veil
\U000FE0F,woman_with_veil
\U0001F930,pregnant_woman
\U0001FAC3,pregnant_man
\U0001FAC4,pregnant_person
\U0001F931,breast_feeding
\U0001F37C,woman_feeding_baby
\U0001F37C,man_feeding_baby
\U0001F37C,person_feeding_baby
\U0001F47C,baby_angel
\U0001F385,santa_claus
\U0001F936,mrs_claus
\U0001F384,mx_claus
\U0001F9B8,superhero
\U000FE0F,man_superhero
\U000FE0F,woman_superhero
\U0001F9B9,supervillain
\U000FE0F,man_supervillain
\U000FE0F,woman_supervillain
\U0001F9D9,mage
\U000FE0F,man_mage
\U000FE0F,woman_mage
\U0001F9DA,fairy
\U000FE0F,man_fairy
\U000FE0F,woman_fairy
\U0001F9DB,vampire
\U000FE0F,man_vampire
\U000FE0F,woman_vampire
\U0001F9DC,merperson
\U000FE0F,merman
\U000FE0F,mermaid
\U0001F9DD,elf
\U000FE0F,man_elf
\U000FE0F,woman_elf
\U0001F9DE,genie
\U000FE0F,man_genie
\U000FE0F,woman_genie
\U0001F9DF,zombie
\U000FE0F,man_zombie
\U000FE0F,woman_zombie
\U0001F9CC,troll
\U0001F486,person_getting_massage
\U000FE0F,man_getting_massage
\U000FE0F,woman_getting_massage
\U0001F487,person_getting_haircut
\U000FE0F,man_getting_haircut
\U000FE0F,woman_getting_haircut
\U0001F6B6,person_walking
\U000FE0F,man_walking
\U000FE0F,woman_walking
\U0001F9CD,person_standing
\U000FE0F,man_standing
\U000FE0F,woman_standing
\U0001F9CE,person_kneeling
\U000FE0F,man_kneeling
\U000FE0F,woman_kneeling
\U0001F9AF,person_with_white_cane
\U0001F9AF,man_with_white_cane
\U0001F9AF,woman_with_white_cane
\U0001F9BC,person_in_motorized_wheelchair
\U0001F9BC,man_in_motorized_wheelchair
\U0001F9BC,woman_in_motorized_wheelchair
\U0001F9BD,person_in_manual_wheelchair
\U0001F9BD,man_in_manual_wheelchair
\U0001F9BD,woman_in_manual_wheelchair
\U0001F3C3,person_running
\U000FE0F,man_running
\U000FE0F,woman_running
\U0001F483,woman_dancing
\U0001F57A,man_dancing
\U0001F574,person_in_suit_levitating
\U0001F46F,people_with_bunny_ears
\U000FE0F,men_with_bunny_ears
\U000FE0F,women_with_bunny_ears
\U0001F9D6,person_in_steamy_room
\U000FE0F,man_in_steamy_room
\U000FE0F,woman_in_steamy_room
\U0001F9D7,person_climbing
\U000FE0F,man_climbing
\U000FE0F,woman_climbing
\U0001F93A,person_fencing
\U0001F3C7,horse_racing
\U00026F7,skier
\U0001F3C2,snowboarder
\U0001F3CC,person_golfing
\U000FE0F,man_golfing
\U000FE0F,woman_golfing
\U0001F3C4,person_surfing
\U000FE0F,man_surfing
\U000FE0F,woman_surfing
\U0001F6A3,person_rowing_boat
\U000FE0F,man_rowing_boat
\U000FE0F,woman_rowing_boat
\U0001F3CA,person_swimming
\U000FE0F,man_swimming
\U000FE0F,woman_swimming
\U00026F9,person_bouncing_ball
\U000FE0F,man_bouncing_ball
\U000FE0F,woman_bouncing_ball
\U0001F3CB,person_lifting_weights
\U000FE0F,man_lifting_weights
\U000FE0F,woman_lifting_weights
\U0001F6B4,person_biking
\U000FE0F,man_biking
\U000FE0F,woman_biking
\U0001F6B5,person_mountain_biking
\U000FE0F,man_mountain_biking
\U000FE0F,woman_mountain_biking
\U0001F938,person_cartwheeling
\U000FE0F,man_cartwheeling
\U000FE0F,woman_cartwheeling
\U0001F93C,people_wrestling
\U000FE0F,men_wrestling
\U000FE0F,women_wrestling
\U0001F93D,person_playing_water_polo
\U000FE0F,man_playing_water_polo
\U000FE0F,woman_playing_water_polo
\U0001F93E,person_playing_handball
\U000FE0F,man_playing_handball
\U000FE0F,woman_playing_handball
\U0001F939,person_juggling
\U000FE0F,man_juggling
\U000FE0F,woman_juggling
\U0001F9D8,person_in_lotus_position
\U000FE0F,man_in_lotus_position
\U000FE0F,woman_in_lotus_position
\U0001F6C0,person_taking_bath
\U0001F6CC,person_in_bed
\U0001F9D1,people_holding_hands
\U0001F46D,women_holding_hands
\U0001F46B,woman_and_man_holding_hands
\U0001F46C,men_holding_hands
\U0001F48F,kiss
\U0001F468,kiss_woman_man
\U0001F468,kiss_man_man
\U0001F469,kiss_woman_woman
\U0001F491,couple_with_heart
\U0001F468,couple_with_heart_woman_man
\U0001F468,couple_with_heart_man_man
\U0001F469,couple_with_heart_woman_woman
\U0001F46A,family
\U0001F466,family_man_woman_boy
\U0001F467,family_man_woman_girl
\U0001F466,family_man_woman_girl_boy
\U0001F466,family_man_woman_boy_boy
\U0001F467,family_man_woman_girl_girl
\U0001F466,family_man_man_boy
\U0001F467,family_man_man_girl
\U0001F466,family_man_man_girl_boy
\U0001F466,family_man_man_boy_boy
\U0001F467,family_man_man_girl_girl
\U0001F466,family_woman_woman_boy
\U0001F467,family_woman_woman_girl
\U0001F466,family_woman_woman_girl_boy
\U0001F466,family_woman_woman_boy_boy
\U0001F467,family_woman_woman_girl_girl
\U0001F466,family_man_boy
\U0001F466,family_man_boy_boy
\U0001F467,family_man_girl
\U0001F466,family_man_girl_boy
\U0001F467,family_man_girl_girl
\U0001F466,family_woman_boy
\U0001F466,family_woman_boy_boy
\U0001F467,family_woman_girl
\U0001F466,family_woman_girl_boy
\U0001F467,family_woman_girl_girl
\U0001F5E3,speaking_head
\U0001F464,bust_in_silhouette
\U0001F465,busts_in_silhouette
\U0001FAC2,people_hugging
\U0001F463,footprints
\U0001F9B0,red_hair
\U0001F9B1,curly_hair
\U0001F9B3,white_hair
\U0001F9B2,bald
\U0001F435,monkey_face
\U0001F412,monkey
\U0001F98D,gorilla
\U0001F9A7,orangutan
\U0001F436,dog_face
\U0001F415,dog
\U0001F9AE,guide_dog
\U0001F9BA,service_dog
\U0001F429,poodle
\U0001F43A,wolf
\U0001F98A,fox
\U0001F99D,raccoon
\U0001F431,cat_face
\U0001F408,cat
\U0002B1B,black_cat
\U0001F981,lion
\U0001F42F,tiger_face
\U0001F405,tiger
\U0001F406,leopard
\U0001F434,horse_face
\U0001F40E,horse
\U0001F984,unicorn
\U0001F993,zebra
\U0001F98C,deer
\U0001F9AC,bison
\U0001F42E,cow_face
\U0001F402,ox
\U0001F403,water_buffalo
\U0001F404,cow
\U0001F437,pig_face
\U0001F416,pig
\U0001F417,boar
\U0001F43D,pig_nose
\U0001F40F,ram
\U0001F411,ewe
\U0001F410,goat
\U0001F42A,camel
\U0001F42B,two_hump_camel
\U0001F999,llama
\U0001F992,giraffe
\U0001F418,elephant
\U0001F9A3,mammoth
\U0001F98F,rhinoceros
\U0001F99B,hippopotamus
\U0001F42D,mouse_face
\U0001F401,mouse
\U0001F400,rat
\U0001F439,hamster
\U0001F430,rabbit_face
\U0001F407,rabbit
\U0001F43F,chipmunk
\U0001F9AB,beaver
\U0001F994,hedgehog
\U0001F987,bat
\U0001F43B,bear
\U000FE0F,polar_bear
\U0001F428,koala
\U0001F43C,panda
\U0001F9A5,sloth
\U0001F9A6,otter
\U0001F9A8,skunk
\U0001F998,kangaroo
\U0001F9A1,badger
\U0001F43E,paw_prints
\U0001F983,turkey
\U0001F414,chicken
\U0001F413,rooster
\U0001F423,hatching_chick
\U0001F424,baby_chick
\U0001F425,front_facing_baby_chick
\U0001F426,bird
\U0001F427,penguin
\U0001F54A,dove
\U0001F985,eagle
\U0001F986,duck
\U0001F9A2,swan
\U0001F989,owl
\U0001F9A4,dodo
\U0001FAB6,feather
\U0001F9A9,flamingo
\U0001F99A,peacock
\U0001F99C,parrot
\U0001F438,frog
\U0001F40A,crocodile
\U0001F422,turtle
\U0001F98E,lizard
\U0001F40D,snake
\U0001F432,dragon_face
\U0001F409,dragon
\U0001F995,sauropod
\U0001F996,t_rex
\U0001F433,spouting_whale
\U0001F40B,whale
\U0001F42C,dolphin
\U0001F9AD,seal
\U0001F41F,fish
\U0001F420,tropical_fish
\U0001F421,blowfish
\U0001F988,shark
\U0001F419,octopus
\U0001F41A,spiral_shell
\U0001FAB8,coral
\U0001F40C,snail
\U0001F98B,butterfly
\U0001F41B,bug
\U0001F41C,ant
\U0001F41D,honeybee
\U0001FAB2,beetle
\U0001F41E,lady_beetle
\U0001F997,cricket
\U0001FAB3,cockroach
\U0001F577,spider
\U0001F578,spider_web
\U0001F982,scorpion
\U0001F99F,mosquito
\U0001FAB0,fly
\U0001FAB1,worm
\U0001F9A0,microbe
\U0001F490,bouquet
\U0001F338,cherry_blossom
\U0001F4AE,white_flower
\U0001FAB7,lotus
\U0001F3F5,rosette
\U0001F339,rose
\U0001F940,wilted_flower
\U0001F33A,hibiscus
\U0001F33B,sunflower
\U0001F33C,blossom
\U0001F337,tulip
\U0001F331,seedling
\U0001FAB4,potted_plant
\U0001F332,evergreen_tree
\U0001F333,deciduous_tree
\U0001F334,palm_tree
\U0001F335,cactus
\U0001F33E,sheaf_of_rice
\U0001F33F,herb
\U0002618,shamrock
\U0001F340,four_leaf_clover
\U0001F341,maple_leaf
\U0001F342,fallen_leaf
\U0001F343,leaf_fluttering_in_wind
\U0001FAB9,empty_nest
\U0001FABA,nest_with_eggs
\U0001F347,grapes
\U0001F348,melon
\U0001F349,watermelon
\U0001F34A,tangerine
\U0001F34B,lemon
\U0001F34C,banana
\U0001F34D,pineapple
\U0001F96D,mango
\U0001F34E,red_apple
\U0001F34F,green_apple
\U0001F350,pear
\U0001F351,peach
\U0001F352,cherries
\U0001F353,strawberry
\U0001FAD0,blueberries
\U0001F95D,kiwi_fruit
\U0001F345,tomato
\U0001FAD2,olive
\U0001F965,coconut
\U0001F951,avocado
\U0001F346,eggplant
\U0001F954,potato
\U0001F955,carrot
\U0001F33D,ear_of_corn
\U0001F336,hot_pepper
\U0001FAD1,bell_pepper
\U0001F952,cucumber
\U0001F96C,leafy_green
\U0001F966,broccoli
\U0001F9C4,garlic
\U0001F9C5,onion
\U0001F344,mushroom
\U0001F95C,peanuts
\U0001FAD8,beans
\U0001F330,chestnut
\U0001F35E,bread
\U0001F950,croissant
\U0001F956,baguette_bread
\U0001FAD3,flatbread
\U0001F968,pretzel
\U0001F96F,bagel
\U0001F95E,pancakes
\U0001F9C7,waffle
\U0001F9C0,cheese_wedge
\U0001F356,meat_on_bone
\U0001F357,poultry_leg
\U0001F969,cut_of_meat
\U0001F953,bacon
\U0001F354,hamburger
\U0001F35F,french_fries
\U0001F355,pizza
\U0001F32D,hot_dog
\U0001F96A,sandwich
\U0001F32E,taco
\U0001F32F,burrito
\U0001FAD4,tamale
\U0001F959,stuffed_flatbread
\U0001F9C6,falafel
\U0001F95A,egg
\U0001F373,cooking
\U0001F958,shallow_pan_of_food
\U0001F372,pot_of_food
\U0001FAD5,fondue
\U0001F963,bowl_with_spoon
\U0001F957,green_salad
\U0001F37F,popcorn
\U0001F9C8,butter
\U0001F9C2,salt
\U0001F96B,canned_food
\U0001F371,bento_box
\U0001F358,rice_cracker
\U0001F359,rice_ball
\U0001F35A,cooked_rice
\U0001F35B,curry_rice
\U0001F35C,steaming_bowl
\U0001F35D,spaghetti
\U0001F360,roasted_sweet_potato
\U0001F362,oden
\U0001F363,sushi
\U0001F364,fried_shrimp
\U0001F365,fish_cake_with_swirl
\U0001F96E,moon_cake
\U0001F361,dango
\U0001F95F,dumpling
\U0001F960,fortune_cookie
\U0001F961,takeout_box
\U0001F980,crab
\U0001F99E,lobster
\U0001F990,shrimp
\U0001F991,squid
\U0001F9AA,oyster
\U0001F366,soft_ice_cream
\U0001F367,shaved_ice
\U0001F368,ice_cream
\U0001F369,doughnut
\U0001F36A,cookie
\U0001F382,birthday_cake
\U0001F370,shortcake
\U0001F9C1,cupcake
\U0001F967,pie
\U0001F36B,chocolate_bar
\U0001F36C,candy
\U0001F36D,lollipop
\U0001F36E,custard
\U0001F36F,honey_pot
\U0001F37C,baby_bottle
\U0001F95B,glass_of_milk
\U0002615,hot_beverage
\U0001FAD6,teapot
\U0001F375,teacup_without_handle
\U0001F376,sake
\U0001F37E,bottle_with_popping_cork
\U0001F377,wine_glass
\U0001F378,cocktail_glass
\U0001F379,tropical_drink
\U0001F37A,beer_mug
\U0001F37B,clinking_beer_mugs
\U0001F942,clinking_glasses
\U0001F943,tumbler_glass
\U0001FAD7,pouring_liquid
\U0001F964,cup_with_straw
\U0001F9CB,bubble_tea
\U0001F9C3,beverage_box
\U0001F9C9,mate
\U0001F9CA,ice
\U0001F962,chopsticks
\U0001F37D,fork_and_knife_with_plate
\U0001F374,fork_and_knife
\U0001F944,spoon
\U0001F52A,kitchen_knife
\U0001FAD9,jar
\U0001F3FA,amphora
\U0001F30D,globe_showing_europe_africa
\U0001F30E,globe_showing_americas
\U0001F30F,globe_showing_asia_australia
\U0001F310,globe_with_meridians
\U0001F5FA,world_map
\U0001F5FE,map_of_japan
\U0001F9ED,compass
\U0001F3D4,snow_capped_mountain
\U00026F0,mountain
\U0001F30B,volcano
\U0001F5FB,mount_fuji
\U0001F3D5,camping
\U0001F3D6,beach_with_umbrella
\U0001F3DC,desert
\U0001F3DD,desert_island
\U0001F3DE,national_park
\U0001F3DF,stadium
\U0001F3DB,classical_building
\U0001F3D7,building_construction
\U0001F9F1,brick
\U0001FAA8,rock
\U0001FAB5,wood
\U0001F6D6,hut
\U0001F3D8,houses
\U0001F3DA,derelict_house
\U0001F3E0,house
\U0001F3E1,house_with_garden
\U0001F3E2,office_building
\U0001F3E3,japanese_post_office
\U0001F3E4,post_office
\U0001F3E5,hospital
\U0001F3E6,bank
\U0001F3E8,hotel
\U0001F3E9,love_hotel
\U0001F3EA,convenience_store
\U0001F3EB,school
\U0001F3EC,department_store
\U0001F3ED,factory
\U0001F3EF,japanese_castle
\U0001F3F0,castle
\U0001F492,wedding
\U0001F5FC,tokyo_tower
\U0001F5FD,statue_of_liberty
\U00026EA,church
\U0001F54C,mosque
\U0001F6D5,hindu_temple
\U0001F54D,synagogue
\U00026E9,shinto_shrine
\U0001F54B,kaaba
\U00026F2,fountain
\U00026FA,tent
\U0001F301,foggy
\U0001F303,night_with_stars
\U0001F3D9,cityscape
\U0001F304,sunrise_over_mountains
\U0001F305,sunrise
\U0001F306,cityscape_at_dusk
\U0001F307,sunset
\U0001F309,bridge_at_night
\U0002668,hot_springs
\U0001F3A0,carousel_horse
\U0001F6DD,playground_slide
\U0001F3A1,ferris_wheel
\U0001F3A2,roller_coaster
\U0001F488,barber_pole
\U0001F3AA,circus_tent
\U0001F682,locomotive
\U0001F683,railway_car
\U0001F684,high_speed_train
\U0001F685,bullet_train
\U0001F686,train
\U0001F687,metro
\U0001F688,light_rail
\U0001F689,station
\U0001F68A,tram
\U0001F69D,monorail
\U0001F69E,mountain_railway
\U0001F68B,tram_car
\U0001F68C,bus
\U0001F68D,oncoming_bus
\U0001F68E,trolleybus
\U0001F690,minibus
\U0001F691,ambulance
\U0001F692,fire_engine
\U0001F693,police_car
\U0001F694,oncoming_police_car
\U0001F695,taxi
\U0001F696,oncoming_taxi
\U0001F697,automobile
\U0001F698,oncoming_automobile
\U0001F699,sport_utility_vehicle
\U0001F6FB,pickup_truck
\U0001F69A,delivery_truck
\U0001F69B,articulated_lorry
\U0001F69C,tractor
\U0001F3CE,racing_car
\U0001F3CD,motorcycle
\U0001F6F5,motor_scooter
\U0001F9BD,manual_wheelchair
\U0001F9BC,motorized_wheelchair
\U0001F6FA,auto_rickshaw
\U0001F6B2,bicycle
\U0001F6F4,kick_scooter
\U0001F6F9,skateboard
\U0001F6FC,roller_skate
\U0001F68F,bus_stop
\U0001F6E3,motorway
\U0001F6E4,railway_track
\U0001F6E2,oil_drum
\U00026FD,fuel_pump
\U0001F6DE,wheel
\U0001F6A8,police_car_light
\U0001F6A5,horizontal_traffic_light
\U0001F6A6,vertical_traffic_light
\U0001F6D1,stop_sign
\U0001F6A7,construction
\U0002693,anchor
\U0001F6DF,ring_buoy
\U00026F5,sailboat
\U0001F6F6,canoe
\U0001F6A4,speedboat
\U0001F6F3,passenger_ship
\U00026F4,ferry
\U0001F6E5,motor_boat
\U0001F6A2,ship
\U0002708,airplane
\U0001F6E9,small_airplane
\U0001F6EB,airplane_departure
\U0001F6EC,airplane_arrival
\U0001FA82,parachute
\U0001F4BA,seat
\U0001F681,helicopter
\U0001F69F,suspension_railway
\U0001F6A0,mountain_cableway
\U0001F6A1,aerial_tramway
\U0001F6F0,satellite
\U0001F680,rocket
\U0001F6F8,flying_saucer
\U0001F6CE,bellhop_bell
\U0001F9F3,luggage
\U000231B,hourglass_done
\U00023F3,hourglass_not_done
\U000231A,watch
\U00023F0,alarm_clock
\U00023F1,stopwatch
\U00023F2,timer_clock
\U0001F570,mantelpiece_clock
\U0001F55B,twelve
\U0001F567,twelve_thirty
\U0001F550,one
\U0001F55C,one_thirty
\U0001F551,two
\U0001F55D,two_thirty
\U0001F552,three
\U0001F55E,three_thirty
\U0001F553,four
\U0001F55F,four_thirty
\U0001F554,five
\U0001F560,five_thirty
\U0001F555,six
\U0001F561,six_thirty
\U0001F556,seven
\U0001F562,seven_thirty
\U0001F557,eight
\U0001F563,eight_thirty
\U0001F558,nine
\U0001F564,nine_thirty
\U0001F559,ten
\U0001F565,ten_thirty
